user,text
VaderIr,"@JoeBiden Donald trump wasn't trying to steal an election, pedophile."
Tedluuu2,@JoeBiden Your family received millions from Ukraine and China so we should  be able to do that tpo
LFC_Bern,@JoeBiden this is so stupid. no1 has an issue with regular vote by mail scenarios.   the issue is when you have 170… https://t.co/Lmu9BfX8LZ
lisaellis20179,@JoeBiden Nope too much fraud .. 2016 recount proved it ..
Nomar5g,"@JoeBiden Thousands are gathering together in streets all across the country, they should be fine to vote in person too."
Aicha60860791,@JoeBiden Slt
OpossumSausage,@JoeBiden Thanks Jill
fordmotorco84,"@JoeBiden Screw u, u can’t even debate 🤬"
chevytruck218,@JoeBiden #trump2020  Drain the democrat swamp
Rumholtz,@JoeBiden Too bad you don't know the difference between absentee ballots and vote by mail.   Stay in the basement Joe
Vitaman364,@JoeBiden https://t.co/ediFdG3Bsa
ABDHpodcast,@JoeBiden Everyone I know is going to the voting box specifically to ensure ur defeat sir.
bjstooshort,@JoeBiden Voting by mail means that you applied to vote absentee. It’s not the same as the Democrats mailing a ball… https://t.co/HzqDFlOHpq
fkcagov,"@JoeBiden Its called absentee ballot,  absent minded Joe! Voting should only be for legal citizens and not those on… https://t.co/gc4vJOaXKL"
jimcollrealtor,"@JoeBiden You’re right, Absentee Ballot ONLY."
CynnieMaris,@JoeBiden Liar.
TheDemocratPla1,@JoeBiden Its an absentee ballot.. jesus chr*st joe..
DavidSe49373434,"@JoeBiden I'll vote in person. My opinion voting by mail is unconstitutional, what's fake ballots. And quit lying about Trump,"
Dongocalrissian,"@JoeBiden Before I vote by mail will you sit down with @joerogan for a 3 hour podcast, and dispel critics that you… https://t.co/xspB1useiZ"
robinson_rj,@JoeBiden The POTUS is not the avg citizen. The only ones voting by mail should be those not able to make it to the… https://t.co/PdFKVApGqI
DouglasSwafford,@JoeBiden Absentee ballots isn’t voting by mail.
MyresDenise,@JoeBiden Yea but not 12 times
Eggcellent_One,@JoeBiden Look at Biden conspiring in plain sight! The audacity! It is written in the Bible that voting in God's La… https://t.co/GawFay9uBo
bjstooshort,@JoeBiden @JoeBiden your are such a tool.
JoeZ56590020,@JoeBiden Debate the president!!!! America must see you guys debate!!!!
gmdm1205,@JoeBiden Millions of others voted a the ballot box too.. I don't see the additional Covid cases attributed to that.
Nana_Joan,"@JoeBiden Maybe, but he is still alive and a citizen way over 18."
AnitaBolena55,@JoeBiden Hydroxychloroquine works! The silent majority will show up to vote! #Trump2020
Mimitraki,@JoeBiden Absentee ballot is not the same as mail in ballot! You want to be President and you don't know the difference!
JohnnySargent58,@JoeBiden Hell no I walk in to be sure my vote counts for joe
NE_VET_GoArmy,@JoeBiden Hey missy in the high tops. no one believes absentee voting for reason is the same as mass postal service fraud
Sophie45080168,"@JoeBiden Yes, we know you Democrats are very good at cheating by mail!"
JoeZ56590020,"@JoeBiden This will be the biggest fraud in American history, just like "" Every"" politician, I when I say "" Every""… https://t.co/Es8SEqIqEt"
PetersburgRenee,"@JoeBiden Absentee ballot, we aren't slow Joe.  Do you and you team know the difference"
Michell44863689,"@JoeBiden Joe, you're so warped! You know the country doesn't want you or trust you to run the country so, you're p… https://t.co/O73GJWIvkQ"
DavidKarlhungus,@JoeBiden They’re now doing the reverse. The Democratic House passed a bill that would mandate “ballot harvesting”… https://t.co/SVOyrSzgOv
MichaelFeeley8,@JoeBiden That's right it's called in absentee ballot
jpfoursc,"@JoeBiden If you aren’t in the military, get your ass to the polls to vote."
da01da01,"@JoeBiden If people can go to Wal-Mart, Target. Kroget. Lowe’s Home Depot normally.  People can also go to polling… https://t.co/djY4CTmQQO"
tracethekidmc,@JoeBiden Still pushing for that one heh Joe?
tylerkyubi,@JoeBiden #Trump2020LandslideVictory
ntrlbrnkllr66,"@JoeBiden Sorry pal, you’re not cheating your way in."
tylerkyubi,@JoeBiden #KAG2020
Tacoyaki17,@JoeBiden https://t.co/TJWIAfkVzx
tylerkyubi,@JoeBiden Pushing for that fraud
bodydr0613,@JoeBiden But so will my great grandfather who is dead
_KillerDeath_,@JoeBiden MEDICARE FOR ALL or you will NEVER have my vote.
factsoverfeelsq,@JoeBiden https://t.co/2eY6DEaXdc
Anonymous3_6_9,@JoeBiden Ima need you and trump to share a cell together
Casmeran,@JoeBiden If @realDonaldTrump  jumped off a bridge would you follow? Hey joe did you hear Trump jumped off a bridge
summer226,@JoeBiden His was through Absentee ballot not a mail in ballot. Those are where #ElectionFraud takes place. You kno… https://t.co/Jw7UrFP1o3
Kevin93848120,@JoeBiden Democrat Michael Meyer charged with ballot stuffing. Is this why the @democrats and @TeamPelosi… https://t.co/5bPCPJiiy6
workingatit2,@JoeBiden You are a liar.. Everyone can vote by mail just like Donald Trump.  You just have to put a tiny bit of ef… https://t.co/VkUKlMOzYt
IzzoDaKiddo,@JoeBiden @emmyrossum I mean the president also has all nuclear weapons in his hands. Should we be able to too?
DawnChiaramont3,@JoeBiden Only if your traveling or disabled! Too much voter fraud!
Mandj29400635,"@JoeBiden All men are created, well, you know the thing.   Biden Harris 2020 We do know the thing.  You've been doi… https://t.co/Zg4sO3IcJd"
veteran_1991,@JoeBiden 🖕voting by mail
SmalleyDwayne,@JoeBiden I want to vote against you in person! I should be allowed that privilege
tryan5786,"@JoeBiden wrong talking point! absentee-voting is legal, requires the voter 2 B identified as a legal voter! voting… https://t.co/sFfHVBRLO3"
MaryLegal2012,"@JoeBiden According to Donald Trump if he loses the election, it means the was a fraud during the vote, but somehow… https://t.co/S3nB4yAmgw"
Vacherieboy,@JoeBiden Do you mean that Donald Trump votes absentee since he will most definitely be out of town for the election?
westriplett,@JoeBiden The fact that you don’t understand the difference after 49 years is appalling.
kramer_ms,@JoeBiden https://t.co/dAJfYnLrif
Floridagal1956,@JoeBiden A lot of people do when circumstances won’t allow someone to get to the poll🙄
bamannes,"@JoeBiden All registered, legal voters have the privilege of voting by mail.  That has never been the issue.  It’s… https://t.co/y0YHqSKPrp"
JoeforChina2020,@JoeBiden He was seen on tv voting joe you need to smarten up before you post
Panzeradier,@JoeBiden Truth you are a fraud
skully69er,@JoeBiden Are you back on your meds yet?
MarstravelerI,@JoeBiden Hey #JoeBlow...I Was In #WalMart Saturday...And In #Lowes...There Was So Many People There...And All Wear… https://t.co/76t4H2zB3T
EvermayHanton,@JoeBiden Debate Trump!!!!!!!! With no earpiece or answer to Questions. You no you can’t.
Scarlett202077,@JoeBiden Why do they all like to change their faces? https://t.co/ZdUZ1TUdGx
zgirl_a,@JoeBiden I do vote by mail.
leister_dwight,@JoeBiden do you vote by mail?
therealjman25,@JoeBiden Yes we know that’s your only chance at winning. To cheat the election
AmerEnsell,@JoeBiden He’s busy we are not! If those can burn cities down we can go vote!  Such a joke! 🤡
thewendyhoffman,@JoeBiden There are already rules in place for voting by mail. Why the tweet pimping AGAIN? This is a non issue jus… https://t.co/fFXuSeEQGb
StrahlErika,@JoeBiden Absentee BALLOTS is fine they go to verified registered voters But mailing MILLIONS of BALLOTS to who knows WHO ?? is a problem !
myts20201,@JoeBiden Smell cheating. Leftist is not honest.
Lyneteck,"@JoeBiden Nobody has a problem shopping  and going through the checkout at WalMart, Lowe’s, the drug store, and the… https://t.co/FO0snNIeoV"
FightLawyer702,"@JoeBiden Yup, just another moment where one of Joe Biden’s eyeballs randomly started BLEEDING. Wtf??? https://t.co/WoYSy41yyI"
LisaBeast2,@JoeBiden If ur working in another state then u reside in
Ericpao81,@JoeBiden 22% of mail in ballots never get counted. Let's change this before November? Lol
Mammagistweetin,@JoeBiden How many times are you and your family going to vote by mail this time around?
PaulRepo,@JoeBiden I know who i would vote for. #NeverBidenNeverTrump https://t.co/4tyedPEpcc
ScifiguyModels,"@JoeBiden If masks work, we can vote in person."
Brad75608234,@JoeBiden He also knows who is and where he is. I don’t think this advice from you is dependable.
lyn47820496,@JoeBiden teaching them young! #Biden2020 question was: “Who is Joe Biden?” https://t.co/lxhlmKYdIS
JohnFV,@JoeBiden Well if a person is not at home and is away like military or in a business trip yes but allowing the DNC… https://t.co/P5KFKNjhti
realtruth60,@JoeBiden Donald Trump is a citizen.
mlivengood1,"@JoeBiden Who really believes the USPS could handle everyone voting by mail? 100,000 mail in votes were disqualifie… https://t.co/shWoFUIgIu"
VDillerud,@JoeBiden @not_delicate Oh I didn’t know that https://t.co/ydcICyRanU
explano_omnia,@JoeBiden 🎤 drop
janicec50,@JoeBiden Absentee voting is not in the same category as mass mail in votes.
jasonvorheeeees,@JoeBiden https://t.co/2fQcCC8hNB
AmericaNowNow,@JoeBiden Why can’t all Americans! It’s only right!!
SandandDeath1,@JoeBiden Let’s crush @realDonaldTrump in November and let him and the entire corrupt @GOP we will not stand for po… https://t.co/gZXwTPYfq8
AlexPhD1,@JoeBiden The Trump corruption has no bounds.  Be prepared.
Chanel732,@JoeBiden Do you not understand the difference between absentee ballots and vote by mail?
jdanielmoore,@JoeBiden Illinois residents are receiving multiple ballots.
AshtonRB1,@JoeBiden Wow Joe got a complete thought out. Wonder how long it took him to type this one. https://t.co/n7BsO8eEfq
zanyantix,"@JoeBiden Yea, years ago. That was before the democrats were infiltrated with criminals. Oh wait, you e been there… https://t.co/ajozcyAwVM"
bargonwow,@JoeBiden this may be the stupidest thing You have ever said and that is saying something !!!
081106_kat,@JoeBiden Dirty deeds of the Demorats!
simplydeb555,@JoeBiden Seriously?? This is the best you can do? Oy vey!! #Nonsense #Timeforbed #GodBlessAmerica
4thWishVaradan,"@JoeBiden Keep pointing that out. Thanks. Meanwhile, my husband and I are voting for you — and by mail, although we… https://t.co/F0gSBEKqN8"
Scarlett202077,@JoeBiden https://t.co/m3ed9v7ixu
Mbay12,"@JoeBiden Joe, I am just going to say it- I love you!"
arkansas_chick,@JoeBiden We can if we request to vote by mail.
WaynenmMars,@JoeBiden Thanks Joe keep staying in DE pussy
deaustin777,@JoeBiden How Joe - its to early to vote...somebody wrote down the wrong stuff for you Joe while you were napping!
MelvinFerd,@JoeBiden Requesting an absentee ballot is different than shotgun approach of sending out millions of mail in ballo… https://t.co/QiME1Oo7GB
veganviking1111,@JoeBiden Corpses voting for corpses. Makes sense. You are dead to America. #zombieapocolypse #creeyjoe
giovannadeliany,@JoeBiden That’s what you would like so that you have a better opportunity to CHEAT JOE
longliveart,@JoeBiden Who are YOU again?! OH!! Hunters Daddy!!! Where is Hunter by the way?!?
MarstravelerI,@JoeBiden All Of You #Democrats...@DNC...@HouseDemocrats...@SenateDems...Took A Knee...To Someone Like This...Allow… https://t.co/f1VrtZKR71
B_Brooksie,"@JoeBiden Why do you want this form of voting so badly, Joe? What’s the game plan?"
RobertArdelean2,@JoeBiden Yup
carletonjtysick,"@JoeBiden Listen, if your supporters find it too burdensome to take 1 hour out of 4 years to go to the polls, they'… https://t.co/ByEO07q067"
buttittajeff,@JoeBiden I did?
Hildolfr3,@JoeBiden Still shooting for voter fraud huh? Know you can’t win a fair election
ross_dutch72083,@JoeBiden Donald trump is a citizen
myLadySolina,"@JoeBiden You are trying to CHEAT again, regardless of what you, the Obama administration &amp; your party put this cou… https://t.co/5b8w9LKSmL"
Rachel81316735,@JoeBiden And let millions of illegals and dead people give you votes?!  No thank you!
Lwarembourg,@JoeBiden Trump 2020!
darylr44,"@JoeBiden Democrats are trying to rig the 2020 election,  vote in person."
DivertedMinds,"@JoeBiden Legalize cannabis, support universal health and maybe you will win you dingbat"
klassylady20069,@JoeBiden Donald Trump committed voter fraud. He used his Maralargo address as his residence and it's registered by… https://t.co/UkM12f31c2
Bdubbs76,@JoeBiden He is a US Citizen however......
schristle2,@JoeBiden It’s way past your nap time Joe
calonimamu10,@JoeBiden huhuhu
Gary1carson,@JoeBiden 100% Fake News!! joke biden says President Trump Voted By Mail!! Lying Fake News! Keep Discharging your Lies Demonicrats!!
AChildsInterest,"@JoeBiden Haaa!  Funny you mention that...More Minority Women became Entrepreneurs in the last year, due to PRESIDE… https://t.co/HbkN7EVn0O"
Horhay469,@JoeBiden So you’re promoting Black Americans now but you weren’t before. After the vote I see. https://t.co/oqqVYh9CEd
bomba_chica,"@JoeBiden I wonder if ""your plan"" will be the same one @realDonaldTrump put in place that increased minority-owned… https://t.co/C1Fijnjb7b"
NegresThe,@JoeBiden https://t.co/2eYckV1bVz
taledoc,@JoeBiden You are the racist Biden. Kissing their asses and putting them in front of the line is NOT equality....Te… https://t.co/PBAglrMX7J
RickFerrusi,@JoeBiden https://t.co/QxK6TlQPkz
charlierob17,@JoeBiden It’s amazing how you “ have a plan for that”  but during your 8 years a Vice President you did nothing. A… https://t.co/qk4rEGYtjR
BidenslaveofCN,@JoeBiden what about asians? we are colored as well...you are such a racist.
RPatriot4Life,"@JoeBiden Biden and Soros' puppet crushed small business when they were in the White House, so why the hell would a… https://t.co/peRDBjfR4r"
johnwinger17,@JoeBiden No thanks!!
EuphorbiaZ,@JoeBiden Warren
ks2020free,@JoeBiden Not from you. We have a president that cares about America
PlainsToSee,"@JoeBiden Too late Joe, you know that as well as we all do. The only hope for the country is to install a Democrat… https://t.co/TULqKg3jzJ"
BAMAPERRY,@JoeBiden https://t.co/H0mwoPXo3k
TsowQzLK69oEMoZ,@JoeBiden Террористы ещё болеют детской болезнью?
NetchikNotyep,@JoeBiden What we really need is for the Ds and Rs in congress to stop having pissing contests. They should have ro… https://t.co/aEmm0QdMmm
USAFSgt2,@JoeBiden And this President is Donald Trump.
1RoboBen,@JoeBiden Dementia is a horrible disease.
JackWeb06567809,@JoeBiden Okay Dementia Joe Biden we know you are not doing your own Tweets.We need a leader who doesn't hide in hi… https://t.co/J9SJdy4DmE
