title,dept,salary,race,gender,hire_date
AIRPORT OPERATIONS COORDINATOR,Houston Airport System (HAS),51501.0,Black,Male,2006-08-21
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2015-02-02
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,2003-06-23
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,Black,Female,1993-02-01
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Female,2000-11-06
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,2015-04-27
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,1979-02-26
OFFICE SUPERVISOR,Houston Police Department-HPD,45677.0,Black,Female,1988-11-08
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1982-02-08
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,2008-12-29
RECREATION SUPERVISOR,Parks & Recreation,40706.0,Black,Female,1988-03-08
MANAGEMENT ANALYST IV,Health & Human Services,67782.0,Black,Female,2010-01-12
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2001-10-30
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,2014-04-07
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2008-10-06
STAFF EPIDEMIOLOGIST,Health & Human Services,51861.0,Asian,Female,2012-01-03
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169.0,White,Male,2015-05-26
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Black,Male,2015-03-16
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,2000-11-06
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Hispanic,Male,2001-12-26
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Male,2005-01-31
SENIOR INSPECTOR,Houston Fire Department (HFD),74270.0,Black,Male,2000-08-22
CUSTODIAN,Houston Police Department-HPD,26229.0,Hispanic,Female,1999-02-18
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,White,Male,2015-10-26
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Female,2012-04-16
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2007-05-07
SENIOR NUTRITIONIST,Health & Human Services,47445.0,Black,Female,2010-10-18
POLICE OFFICER,Houston Police Department-HPD,43443.0,White,Male,2015-02-02
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1997-08-25
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2008-06-30
MAINTENANCE MECHANIC III,Houston Airport System (HAS),39333.0,White,Male,2006-01-17
CUSTOMER SERVICE REPRESENTATIVE III,Health & Human Services,36150.0,White,Female,2004-04-29
FIELD SUPERVISOR,Public Works & Engineering-PWE,51397.0,Black,Male,1979-10-01
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2007-08-13
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2006-06-26
INVESTIGATOR,Houston Fire Department (HFD),70181.0,White,Male,1993-02-15
LABORER,Houston Airport System (HAS),26125.0,Hispanic,Female,2004-03-01
SANITARIAN III,Health & Human Services,,Black,Female,2014-09-15
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1997-11-24
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,2014-07-10
COUNSELOR,Health & Human Services,42890.0,Black,Female,2014-11-10
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Female,2014-12-11
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1996-07-29
LABORER,Public Works & Engineering-PWE,26125.0,Black,Male,2012-01-23
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,28169.0,Hispanic,Male,2015-05-26
ASSISTANT FIRE MARSHAL,Houston Fire Department (HFD),99480.0,Hispanic,Male,1986-03-03
HEATING & AIR CONDITIONING LEADER,Parks & Recreation,48651.0,Asian,Male,1990-05-14
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,2007-03-19
POLICE OFFICER,Houston Police Department-HPD,55461.0,Native American,Male,2008-08-18
PROJECT MANAGER,Public Works & Engineering-PWE,61564.0,Hispanic,Male,2004-11-29
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2014-09-27
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Asian,Male,2003-06-09
MEDICAL RECORDS SUPERVISOR,Health & Human Services,58406.0,Hispanic,Male,2006-01-19
SENIOR NUTRITIONIST,Health & Human Services,47445.0,Hispanic,Female,2010-10-18
SENIOR ACCOUNTANT,Parks & Recreation,55462.0,Black,Male,2004-11-18
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2002-06-25
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,White,Male,2015-02-02
UTILITY WORKER,Public Works & Engineering-PWE,41184.0,Hispanic,Male,1988-06-08
SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,89955.0,Asian,Male,2005-04-11
SUPERINTENDENT,Parks & Recreation,57824.0,White,Male,2015-05-18
SENIOR STAFF ANALYST,Health & Human Services,88361.0,Black,Female,2008-02-25
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,2009-03-09
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2000-03-21
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1990-06-11
SYSTEMS SUPPORT ANALYST III,Houston Airport System (HAS),68299.0,Native American,Female,1995-11-20
IT PROJECT MANAGER,Houston Airport System (HAS),90832.0,White,Male,2004-11-15
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Female,1996-07-29
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Black,Male,2008-06-16
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,1999-11-15
CUSTOMER SERVICE CLERK,Health & Human Services,30846.0,Black,Female,2003-02-10
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Black,Male,1986-03-03
GRADUATE ENGINEER,Public Works & Engineering-PWE,52562.0,White,Female,2015-03-30
SECURITY OFFICER,Houston Airport System (HAS),29286.0,Black,Male,2011-12-19
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352.0,White,Male,2016-03-28
PUBLIC WORKS MAINTENANCE SECTION CHIEF,Public Works & Engineering-PWE,60840.0,Black,Male,1986-04-14
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,1998-01-12
PROCUREMENT SPECIALIST,Houston Police Department-HPD,63551.0,Black,Female,1988-12-14
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,1984-01-23
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Male,2003-06-09
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1985-07-22
RECREATION FACILITY MANAGER,Parks & Recreation,46566.0,White,Male,2014-06-02
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1981-12-14
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1995-04-10
SENIOR GIS ANALYST,Public Works & Engineering-PWE,66867.0,White,Female,2009-06-01
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2001-11-26
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,Black,Male,1990-12-10
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,Black,Female,1994-01-31
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,1994-04-11
INSPECTOR TRAINEE,Public Works & Engineering-PWE,32136.0,Hispanic,Male,2016-03-21
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1990-12-10
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1994-04-11
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,2008-12-29
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1993-06-21
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1977-01-17
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1985-01-07
AIRPORT OPERATIONS SPECIALIST,Houston Airport System (HAS),45240.0,Black,Male,1984-03-06
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1978-03-13
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Black,Male,2001-10-30
SANITARIAN III,Public Works & Engineering-PWE,53373.0,Asian,Male,1994-10-31
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2014-06-21
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Hispanic,Male,2009-07-27
SUPERVISING ENGINEER,Public Works & Engineering-PWE,98895.0,White,Male,2016-04-11
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Female,2009-03-09
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1991-02-04
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1986-05-07
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1991-08-05
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,33675.0,Black,Female,2013-03-04
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629.0,Black,Female,1999-09-07
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,2012-10-15
SENIOR AIRCRAFT MECHANIC,Houston Police Department-HPD,61755.0,White,Male,1980-01-28
INSPECTOR,Houston Fire Department (HFD),70181.0,White,Male,1996-06-17
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2006-10-16
INVESTIGATOR,Houston Fire Department (HFD),70181.0,Hispanic,Male,1983-04-04
DISTRICT CHIEF,Houston Fire Department (HFD),,White,Male,1981-01-26
SANITARIAN III,Health & Human Services,54288.0,Asian,Male,1997-06-02
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2002-10-21
INSPECTOR,Public Works & Engineering-PWE,53123.0,White,Male,2012-03-26
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,White,Male,1985-01-07
PUBLIC WORKS MAINTENANCE MANAGER,Public Works & Engineering-PWE,83734.0,White,Male,2006-11-06
CARPENTER,Houston Airport System (HAS),42099.0,Hispanic,Male,2009-04-27
POLICE LIEUTENANT,Houston Police Department-HPD,,White,Male,1980-04-07
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,2016-01-04
CAPTAIN,Houston Fire Department (HFD),70181.0,White,Male,1996-06-17
RECREATION ASSISTANT,Parks & Recreation,26125.0,White,Male,2008-07-14
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Male,2002-06-25
FINANCIAL ANALYST III,Public Works & Engineering-PWE,52832.0,Black,Male,2006-07-10
ADMINISTRATIVE SPECIALIST,Parks & Recreation,54607.0,Hispanic,Female,1997-06-23
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,1999-02-22
CUSTOMER SERVICE SECTION CHIEF,Public Works & Engineering-PWE,53061.0,White,Female,2008-11-17
SENIOR PLANT OPERATOR,Public Works & Engineering-PWE,45926.0,Black,Male,2006-06-26
SENIOR POLICE OFFICER,Houston Police Department-HPD,,Black,Male,1982-12-20
POLICE OFFICER,Houston Police Department-HPD,60347.0,Black,Female,2006-08-21
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1985-10-14
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1989-11-13
INSPECTOR,Public Works & Engineering-PWE,57928.0,White,Male,1996-09-17
"POLICE OFFICER,PROBATIONARY",Houston Police Department-HPD,42000.0,White,Male,2015-07-06
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1998-06-29
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,Black,Male,2001-08-06
CRIMINAL INTELLIGENCE ANALYST,Houston Police Department-HPD,55411.0,White,Female,2014-07-14
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,2007-10-01
UTILITY WORKER,Public Works & Engineering-PWE,31450.0,Black,Male,2012-12-10
POLICE LIEUTENANT,Houston Police Department-HPD,,White,Male,1984-02-20
INSPECTOR,Public Works & Engineering-PWE,54600.0,White,Male,2008-10-20
EQUIPMENT WORKER,Public Works & Engineering-PWE,33987.0,Black,Male,2007-09-24
SENIOR GIS TECHNICIAN,Houston Police Department-HPD,45344.0,White,Male,1993-02-09
INSPECTOR,Public Works & Engineering-PWE,51584.0,White,Male,2013-06-03
JAIL ATTENDANT,Houston Police Department-HPD,37336.0,Black,Female,2008-02-25
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1992-08-31
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,White,Male,2007-11-05
ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,39270.0,Black,Female,2009-01-26
FIELD SUPERVISOR,Parks & Recreation,38147.0,Black,Male,1999-11-16
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2001-03-20
ENGINEER/OPERATOR,Houston Fire Department (HFD),,White,Male,1985-10-14
FIRE FIGHTER,Houston Fire Department (HFD),57815.0,White,Male,2001-10-30
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,2007-01-29
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1981-12-14
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,1982-02-08
GRADUATE ENGINEER,Public Works & Engineering-PWE,52582.0,White,Male,2015-04-13
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Hispanic,Male,2006-09-11
AIRPORT BUSINESS DEVELOPMENT COORDINATOR,Houston Airport System (HAS),96157.0,Hispanic,Female,2009-06-01
MANAGING ENGINEER,Public Works & Engineering-PWE,91063.0,White,Male,1991-09-10
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2009-05-04
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,2011-05-23
SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,36941.0,Black,Female,2009-06-15
EXECUTIVE OFFICE ASSISTANT,Public Works & Engineering-PWE,45240.0,Black,Female,2000-12-27
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),37752.0,Black,Female,2003-11-14
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1992-08-31
MANAGING ENGINEER,Houston Airport System (HAS),103427.0,White,Male,2012-06-29
EQUIPMENT WORKER,Parks & Recreation,30347.0,Black,Female,2008-07-28
FIELD SUPERVISOR,Public Works & Engineering-PWE,43326.0,Black,Male,2012-01-23
FIELD SUPERVISOR,Public Works & Engineering-PWE,44658.0,Hispanic,Male,1981-09-21
SENIOR INVENTORY MANAGEMENT CLERK,Houston Fire Department (HFD),33405.0,Black,Female,2015-05-11
CAPTAIN,Houston Fire Department (HFD),66523.0,White,Male,2003-04-21
SENIOR INSPECTOR,Public Works & Engineering-PWE,53373.0,Black,Male,1991-07-01
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,,Male,2016-03-28
UTILITY WORKER,Public Works & Engineering-PWE,31450.0,Black,Male,2013-07-23
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2001-02-05
AQUATIC CENTER SUPERVISOR,Parks & Recreation,,Hispanic,Male,2016-05-21
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Black,Male,1986-05-07
UTILITY WORKER,Public Works & Engineering-PWE,34320.0,Black,Male,2013-12-23
POLICE SERGEANT,Houston Police Department-HPD,77076.0,White,Female,2001-12-03
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),33613.0,Black,Female,2006-01-03
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Female,2011-05-23
POLICE OFFICER,Houston Police Department-HPD,47650.0,Asian,Male,2011-12-05
LABORER,Public Works & Engineering-PWE,26125.0,Black,Male,2015-10-26
URBAN PARK RANGER,Parks & Recreation,29682.0,White,Male,2008-11-10
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2007-08-13
JAIL ATTENDANT,Houston Police Department-HPD,37024.0,Black,Male,2007-12-15
SENIOR POLICE OFFICER,Houston Police Department-HPD,,Hispanic,Male,1984-10-15
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1985-05-28
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,2003-03-24
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1990-04-02
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1996-07-29
SENIOR PROJECT MANAGER,Public Works & Engineering-PWE,73193.0,Black,Male,1993-07-06
RECREATION SPECIALIST,Parks & Recreation,28766.0,,Female,2016-03-14
FIRE FIGHTER,Houston Fire Department (HFD),51194.0,Black,Male,2009-02-09
UTILITY WORKER,Public Works & Engineering-PWE,30139.0,Black,Male,2008-03-24
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Male,1996-05-13
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,White,Male,2012-04-16
SENIOR POLICE OFFICER,Houston Police Department-HPD,,Black,Female,1994-04-25
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,1989-09-05
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1997-08-25
AIRPORT OPERATIONS ASSISTANT,Houston Airport System (HAS),35485.0,Hispanic,Male,1997-08-13
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,Hispanic,Male,2015-04-27
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1989-11-06
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Female,1997-08-25
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1984-02-27
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,2013-02-04
SENIOR INVESTIGATOR,Houston Fire Department (HFD),74270.0,Hispanic,Male,1999-11-15
PROJECT TECHNICIAN III,Public Works & Engineering-PWE,45074.0,Asian,Male,1995-01-18
IT PROJECT MANAGER,Public Works & Engineering-PWE,97581.0,Black,Male,2004-10-04
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,Hispanic,Male,2007-05-21
RECREATION ASSISTANT,Parks & Recreation,,Black,Female,2009-05-26
SENIOR UTILITY MECHANIC,Public Works & Engineering-PWE,36130.0,Black,Male,2009-02-09
SENIOR OFFICE ASSISTANT,Public Works & Engineering-PWE,29931.0,Black,Female,2002-07-30
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1987-07-20
ADMINISTRATIVE ASSOCIATE,Health & Human Services,36358.0,Black,Female,1984-09-27
COMMUNICATIONS CAPTAIN,Houston Fire Department (HFD),70181.0,Black,Male,1998-03-16
CUSTODIAN,Parks & Recreation,26125.0,Black,Female,2015-11-30
PLANT OPERATOR TRAINEE,Public Works & Engineering-PWE,31158.0,Hispanic,Male,2015-11-16
POLICE SERGEANT,Houston Police Department-HPD,74511.0,Hispanic,Male,2008-08-18
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1992-02-17
LIFEGUARD,Parks & Recreation,,,Male,2016-05-21
POLICE LIEUTENANT,Houston Police Department-HPD,,White,Male,1981-06-15
CAPTAIN,Houston Fire Department (HFD),70181.0,Black,Male,1996-04-22
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1994-11-07
POLICE OFFICER,Houston Police Department-HPD,55461.0,Asian,Male,2007-05-07
SENIOR DATA ENTRY OPERATOR,Public Works & Engineering-PWE,29016.0,Black,Female,2011-07-11
FIRE FIGHTER,Houston Fire Department (HFD),43528.0,Hispanic,Male,2014-06-21
LABORER,Public Works & Engineering-PWE,26125.0,Black,Male,2003-09-08
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,White,Male,1998-06-29
ASSISTANT PROJECT MANAGER,Public Works & Engineering-PWE,49150.0,Black,Male,2015-07-06
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2009-03-09
JAIL ATTENDANT,Houston Police Department-HPD,35318.0,Black,Female,2008-10-13
OFFICE SERVICE MANAGER,Houston Police Department-HPD,63165.0,Black,Female,1990-01-02
MANAGEMENT ANALYST IV,Public Works & Engineering-PWE,70717.0,Black,Female,1992-01-07
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1979-04-23
POLICE OFFICER,Houston Police Department-HPD,47650.0,Hispanic,Male,2013-02-04
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,White,Female,2003-03-24
NUTRITION SERVICES CHIEF,Health & Human Services,66178.0,Black,Female,1993-07-14
CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,1990-07-16
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,White,Male,1982-05-03
GRADUATE ENGINEER,Public Works & Engineering-PWE,52562.0,Hispanic,Female,2015-12-28
RECREATION ASSISTANT,Parks & Recreation,,Black,Female,2015-07-13
FIRE FIGHTER,Houston Fire Department (HFD),52644.0,White,Male,2007-05-21
POLICE CAPTAIN,Houston Police Department-HPD,104455.0,White,Male,1995-08-28
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Black,Male,1999-08-23
UTILITY WORKER,Public Works & Engineering-PWE,32178.0,Black,Female,2005-08-08
PROGRAMMER ANALYST IV,Houston Police Department-HPD,72332.0,White,Male,2013-01-14
PARK MAINTENANCE AIDE,Parks & Recreation,,Black,Male,1985-01-09
POLICE LIEUTENANT,Houston Police Department-HPD,91181.0,White,Male,1994-12-30
POLICE OFFICER,Houston Police Department-HPD,55461.0,Black,Male,2009-03-09
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2007-12-10
POLICE SERGEANT,Houston Police Department-HPD,,White,Male,1977-01-17
EQUIPMENT OPERATOR III,Houston Airport System (HAS),40435.0,Hispanic,Male,1996-05-13
"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170.0,White,Male,2015-07-20
FIRE FIGHTER,Houston Fire Department (HFD),48190.0,Black,Male,2013-01-05
DISTRICT CHIEF,Houston Fire Department (HFD),89590.0,White,Male,1985-10-14
POLICE OFFICER,Houston Police Department-HPD,55461.0,White,Male,2007-03-19
SENIOR POLICE OFFICER,Houston Police Department-HPD,61643.0,Hispanic,Male,2000-11-06
MANAGING ENGINEER,Public Works & Engineering-PWE,114671.0,Asian,Male,1990-12-17
INSPECTOR,Public Works & Engineering-PWE,43264.0,Black,Male,2011-07-11
POLICE OFFICER,Houston Police Department-HPD,60347.0,Hispanic,Male,2005-01-31
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1993-08-30
FIELD SUPERVISOR,Public Works & Engineering-PWE,49608.0,Black,Male,1990-01-29
POLICE SERGEANT,Houston Police Department-HPD,,White,Male,1983-05-16
SPECIAL SERVICE REPRESENTATIVE,Houston Airport System (HAS),32323.0,Asian,Male,2015-07-06
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,White,Male,2003-03-24
STAFF PHARMACIST,Health & Human Services,83466.0,Black,Female,2002-08-26
SENIOR BUYER,Public Works & Engineering-PWE,47008.0,Black,Female,2006-06-05
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,Hispanic,Male,2015-10-26
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1985-03-04
SENIOR CLERK,Health & Human Services,26125.0,Hispanic,Female,1998-06-15
CHEMIST II,Public Works & Engineering-PWE,47840.0,Asian,Male,2015-10-05
ENVIRONMENTAL INVESTIGATOR III,Health & Human Services,55806.0,Black,Male,1987-08-10
PROJECT MANAGER,Houston Airport System (HAS),76097.0,Hispanic,Male,2003-10-06
STAFF EPIDEMIOLOGIST,Health & Human Services,48672.0,Asian,Female,2010-01-25
CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,36629.0,Hispanic,Male,1995-02-20
POLICE OFFICER,Houston Police Department-HPD,43443.0,Black,Male,2015-02-02
SENIOR INVENTORY MANAGEMENT CLERK,Public Works & Engineering-PWE,28766.0,Hispanic,Male,2007-03-12
POLICE SERGEANT,Houston Police Department-HPD,81239.0,White,Male,1992-06-22
POLICE OFFICER,Houston Police Department-HPD,55461.0,Hispanic,Male,2007-06-25
ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,38750.0,Black,Female,2014-10-27
CAPTAIN,Houston Fire Department (HFD),66523.0,Hispanic,Male,2001-12-26
SENIOR POLICE OFFICER,Houston Police Department-HPD,,White,Male,1984-11-26
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Black,Male,1996-06-17
SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27352.0,Black,Female,2016-03-28
TECHNICAL HARDWARE ANALYST III,Public Works & Engineering-PWE,57200.0,Hispanic,Male,2009-02-23
CAPTAIN,Houston Fire Department (HFD),70181.0,Hispanic,Male,1998-01-12
RECREATION ASSISTANT,Parks & Recreation,,White,Female,2013-04-15
FIRE FIGHTER,Houston Fire Department (HFD),55437.0,Hispanic,Male,2002-10-21
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Hispanic,Male,1997-07-07
UTILITY WORKER,Public Works & Engineering-PWE,29557.0,Black,Male,2016-02-08
SENIOR CAPTAIN,Houston Fire Department (HFD),78355.0,White,Male,1986-03-03
CHIEF ARCHITECT,Houston Airport System (HAS),115416.0,Hispanic,Male,2015-08-03
SENIOR POLICE TELECOMMUNICATOR,Houston Police Department-HPD,43722.0,Black,Female,2007-10-08
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,White,Male,1990-04-02
UTILITY WORKER,Public Works & Engineering-PWE,39666.0,Black,Male,1984-02-13
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1993-11-08
EQUIPMENT OPERATOR I,Houston Airport System (HAS),29453.0,Black,Male,2006-04-24
FINANCIAL ANALYST IV,Health & Human Services,68432.0,Black,Female,2012-09-17
POLICE SERGEANT,Houston Police Department-HPD,,White,Male,1976-09-13
SANITARIAN II,Health & Human Services,47050.0,Black,Male,2014-01-21
ENGINEER/OPERATOR,Houston Fire Department (HFD),61921.0,Hispanic,Male,2006-09-11
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Black,Male,1985-03-04
SEMI-SKILLED LABORER,Houston Airport System (HAS),32906.0,Hispanic,Female,2009-07-06
SENIOR POLICE SERVICE OFFICER,Houston Police Department-HPD,30888.0,White,Female,1992-12-21
FACILITIES TECHNICIAN I,Public Works & Engineering-PWE,31158.0,Black,Male,2015-05-18
SENIOR POLICE OFFICER,Houston Police Department-HPD,66614.0,Hispanic,Male,1992-04-27
INSPECTOR,Public Works & Engineering-PWE,53123.0,White,Male,2012-09-10
FIRE FIGHTER,Houston Fire Department (HFD),61226.0,Black,Male,1993-05-18
ENGINEER/OPERATOR,Houston Fire Department (HFD),62540.0,Black,Male,2000-03-21
EQUIPMENT WORKER,Parks & Recreation,29307.0,White,Male,2014-10-13
POLICE SERGEANT,Houston Police Department-HPD,,White,Male,1982-11-15
BREASTFEEDING PEER COUNSELOR,Health & Human Services,27310.0,Hispanic,Female,2015-02-16
FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024.0,,Male,2016-03-28
ENGINEER,Public Works & Engineering-PWE,83036.0,White,Female,1998-03-23
POLICE SERGEANT,Houston Police Department-HPD,81239.0,Hispanic,Male,1994-04-11
ENGINEER/OPERATOR,Houston Fire Department (HFD),63166.0,Hispanic,Male,1998-06-29
